week,job_title_raw,job_title_clean,company,location,seek_domain,seek_work_nature,seek_seniority,seek_confidence,mapper_domain,mapper_work_nature,mapper_seniority,mapper_confidence_pct,matched_keywords,flags,needs_review,domain_match
2026_W10,Warehouse team leader,Warehouse team leader,NZ Labour Hire Group,"Tauranga, Bay of Plenty",Warehouse,Operational,2. Intermediate / Staff,High,Warehouse,Operational,3. Senior / Professional,72,warehouse,Description is short — output is based mainly on title text,,✓
2026_W10,Warehouse Picker Packer - Night Shift,Warehouse Picker Packer,Bidfood,"Palmerston North Central, Manawatu",Warehouse,Operational,1. Junior / Entry,Medium,Warehouse,Operational,1. Junior / Entry,88,"warehouse, picker, packer",Description is short — output is based mainly on title text,,✓
2026_W10,Route Trade Delivery Driver,Route Trade Delivery Driver,Butch Pet Foods,"Henderson, Auckland",Transport,Operational,2. Intermediate / Staff,High,Transport,Operational,2. Intermediate / Staff,88,"delivery, driver, route",Description is short — output is based mainly on title text,,✓
2026_W10,Customer Services Officer,Customer Services Officer,New Zealand Couriers,"Penrose, Auckland",Operations,Specialist / Support,2. Intermediate / Staff,Medium,Sales,Specialist / Support,2. Intermediate / Staff,80,customer service,Description is short — output is based mainly on title text,,✗ DIFF
2026_W10,Financial Analyst,Financial Analyst,InterGroup Limited,"Auckland CBD, Auckland",Pending Review,Specialist / Support,4. Expert / Specialist,Medium,Finance,Specialist / Support,4. Expert / Specialist,80,financial analyst,Description is short — output is based mainly on title text,,✗ DIFF
2026_W10,Billing Administrator,Billing Administrator,Sharp Corporation of New Zealand Ltd,"Newmarket, Auckland",Finance,Specialist / Support,2. Intermediate / Staff,Medium,Finance,Specialist / Support,2. Intermediate / Staff,72,billing,Description is short — output is based mainly on title text,,✓
2026_W10,Financial Accountant,Financial Accountant,Avanti Finance,"Auckland CBD, Auckland",Finance,Specialist / Support,2. Intermediate / Staff,Medium,Finance,Specialist / Support,2. Intermediate / Staff,72,accountant,Description is short — output is based mainly on title text,,✓
2026_W10,Procurement Administrator,Procurement Administrator,Wellington Water Limited,"Petone, Wellington",Planning,Specialist / Support,2. Intermediate / Staff,Medium,Planning,Specialist / Support,2. Intermediate / Staff,72,procurement,Description is short — output is based mainly on title text,,✓
2026_W10,Accounting Officer (Mandarin Speaking),Accounting Officer,Tiger Brokers (NZ) Limited,"Auckland CBD, Auckland",Operations,Specialist / Support,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Solution Architect,Solution Architect,Plexure Limited,"Auckland CBD, Auckland",IT Support,Specialist / Support,2. Intermediate / Staff,Medium,IT Support,Specialist / Support,2. Intermediate / Staff,72,architect,Description is short — output is based mainly on title text,,✓
2026_W10,Pick Packer,Pick Packer,Adecco New Zealand,"Feilding, Manawatu",Warehouse,Operational,1. Junior / Entry,Medium,Warehouse,Operational,1. Junior / Entry,88,"packer, pick pack",Description is short — output is based mainly on title text,,✓
2026_W10,Storeperson,Storeperson,Sime Motors,"Islington, Canterbury",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,72,storeperson,Description is short — output is based mainly on title text,,✓
2026_W10,Production Manager,Production Manager,Fresh Connection,"Pukekohe, Auckland",Operations,Management,4. Expert / Specialist,Medium,Operations,Management,4. Expert / Specialist,72,production,Description is short — output is based mainly on title text,,✓
2026_W10,Business Manager - Production,Business Manager,Leaderbrand Produce Ltd,"Gisborne Central, Gisborne",Operations,Management,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Consol,Consol,New Zealand Couriers,"Nelson Central, Tasman",Operations,Operational,2. Intermediate / Staff,Medium,Operations,Operational,2. Intermediate / Staff,72,consol,Description is short — output is based mainly on title text,,✓
2026_W10,Forklift Operator,Forklift Operator,Motion Recruitment,"Christchurch, Canterbury",Warehouse,Operational,2. Intermediate / Staff,High,Warehouse,Operational,2. Intermediate / Staff,62,forklift,Description is short — output is based mainly on title text,Yes,✓
2026_W09,Inventory Controller,Inventory Controller,DHL Supply Chain (NZ) Ltd,"Auckland Airport, Auckland",Planning,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,62,inventory,Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W09,Supply Chain Lead,Supply Chain Lead,HW Richardson Group,"Christchurch Central, Canterbury",Planning,Operational,2. Intermediate / Staff,Medium,Planning,Operational,2. Intermediate / Staff,80,supply chain,Description is short — output is based mainly on title text,,✓
2026_W09,Logistics & Inventory Specialist,Logistics & Inventory Specialist,Tuapeka Gold Print,"Fairfield, Otago",Planning,Specialist / Support,4. Expert / Specialist,Medium,Warehouse,Specialist / Support,3. Senior / Professional,62,inventory,Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W09,Supply Chain Lead,Supply Chain Lead,Graham Consulting Christchurch,Canterbury,Planning,Operational,2. Intermediate / Staff,High,Planning,Operational,2. Intermediate / Staff,80,supply chain,Description is short — output is based mainly on title text,,✓
2026_W09,Warehouse & Inventory Manager - WIRI,Warehouse & Inventory Manager,Hilton Foods New Zealand,"Wiri, Auckland",Warehouse,Management,4. Expert / Specialist,Medium,Warehouse,Management,4. Expert / Specialist,80,"warehouse, inventory",Description is short — output is based mainly on title text,,✓
2026_W09,Head of Operations,Head of Operations,Consult Recruitment - Accounting and Finance,"Auckland CBD, Auckland",Operations,Management,5. Executive / Strategic,Medium,Operations,Management,5. Executive / Strategic,88,head of operations,Description is short — output is based mainly on title text,,✓
2026_W09,Graduate Shipping Co-ordinator,Graduate Shipping Co-ordinator,Private Advertiser,"Mount Wellington, Auckland",Operations,Operational,1. Junior / Entry,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W09,Procurement Officer,Procurement Officer,NZ Blood Service,"Epsom, Auckland",Planning,Specialist / Support,2. Intermediate / Staff,High,Planning,Specialist / Support,2. Intermediate / Staff,72,procurement,Description is short — output is based mainly on title text,,✓
2026_W09,Warehouse Storeperson - Airfreight Operations,Warehouse Storeperson,GVI Logistics Ltd,"Auckland Airport, Auckland",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,80,"warehouse, storeperson",Description is short — output is based mainly on title text,,✓
2026_W09,Procurement Manager,Procurement Manager,Wise Group,"Hamilton Central, Waikato",Planning,Management,4. Expert / Specialist,Medium,Planning,Management,4. Expert / Specialist,72,procurement,Description is short — output is based mainly on title text,,✓
2026_W09,Export Operations & Logistics Specialist (Fresh Produce),Export Operations & Logistics Specialist,Freshmax National Pty Ltd,"Mount Maunganui, Bay of Plenty",Freight Forwarding,Specialist / Support,4. Expert / Specialist,Medium,Freight Forwarding,Specialist / Support,3. Senior / Professional,62,export,Description is short — output is based mainly on title text,Yes,✓
2026_W09,Purchasing & Costing Coordinator,Purchasing & Costing Coordinator,McIntosh Farm Machinery and Cranes,"Palmerston North Central, Manawatu",Planning,Operational,2. Intermediate / Staff,Medium,Planning,Operational,2. Intermediate / Staff,62,purchasing,Description is short — output is based mainly on title text,Yes,✓
2026_W09,Warehouse Despatch Administrator,Warehouse Despatch Administrator,Penrite Oil Company,"East Tamaki, Auckland",Warehouse,Specialist / Support,2. Intermediate / Staff,High,Warehouse,Specialist / Support,2. Intermediate / Staff,80,"warehouse, despatch",Description is short — output is based mainly on title text,,✓
2026_W09,Sourcing Specialist,Sourcing Specialist,OfficeMax New Zealand Limited,"East Tamaki, Auckland",Planning,Specialist / Support,3. Senior / Professional,Medium,Planning,Specialist / Support,3. Senior / Professional,72,sourcing,Description is short — output is based mainly on title text,,✓
2026_W09,Purchasing Officer,Purchasing Officer,Advanced Personnel Services Ltd,"Christchurch, Canterbury",Planning,Specialist / Support,2. Intermediate / Staff,High,Planning,Specialist / Support,2. Intermediate / Staff,72,purchasing,Description is short — output is based mainly on title text,,✓
2026_W09,Purchasing Officer,Purchasing Officer,OneStaff Christchurch,"Hornby, Canterbury",Planning,Specialist / Support,2. Intermediate / Staff,High,Planning,Specialist / Support,2. Intermediate / Staff,72,purchasing,Description is short — output is based mainly on title text,,✓
2026_W09,Logistics Manager,Logistics Manager,Fliway Group,"Auckland Airport, Auckland",Operations,Management,4. Expert / Specialist,Medium,Operations,Management,4. Expert / Specialist,88,"logistics manager, logistics",Description is short — output is based mainly on title text,,✓
2026_W09,Systems Accountant,Systems Accountant,Cultivate – SEEK Medium Agency of the Year 2023 & 2024,"East Tamaki, Auckland",IT Support,Specialist / Support,2. Intermediate / Staff,High,Finance,Specialist / Support,2. Intermediate / Staff,62,accountant,Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W09,Finance Analyst,Finance Analyst,Cultivate – SEEK Medium Agency of the Year 2023 & 2024,"East Tamaki, Auckland",Finance,Specialist / Support,4. Expert / Specialist,High,Finance,Specialist / Support,4. Expert / Specialist,72,finance,Description is short — output is based mainly on title text,,✓
2026_W09,Business Applications Manager,Business Applications Manager,McVeagh Fleming,"Auckland CBD, Auckland",Pending Review,Management,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W09,Senior Business Analyst,Senior Business Analyst,Techspace Consulting Limited,"Auckland CBD, Auckland",Planning,Specialist / Support,3. Senior / Professional,Medium,Planning,Specialist / Support,4. Expert / Specialist,80,business analyst,Description is short — output is based mainly on title text,,✓
2026_W09,Technical Business Analyst,Technical Business Analyst,Avanti Finance,"Auckland CBD, Auckland",Planning,Specialist / Support,4. Expert / Specialist,Medium,Planning,Specialist / Support,4. Expert / Specialist,80,business analyst,Description is short — output is based mainly on title text,,✓
